"Age","Benefit","NetSinglePremium","Die","SurviveYears"
72,3937,2349.79239607821,76,4
87,5988,4756.23930225362,89,2
79,1461,1015.79156504101,87,8
51,8959,2814.35047110606,89,38
65,8009,3968.73472520745,85,20
70,1636,928.947235411377,77,7
54,9031,3152.66441259224,88,34
8,4997,298.61697402188,83,75
25,2654,304.635340072861,32,7
36,8471,1506.28488134883,89,53
84,4654,3533.71003145114,92,8
10,5334,342.614957407637,69,59
87,4310,3423.41205623131,91,4
96,4141,3741.81276557901,96,0
64,3257,1567.64538908002,67,3
19,1994,180.584774127225,65,46
96,9782,8839.02740229266,98,2
92,6940,5890.65716138968,97,5
41,3260,704.838387641423,74,33
23,2980,315.955512926523,74,51
86,2891,2263.38577443086,92,6
53,4969,1675.39299588011,85,32
10,6817,437.871421943731,91,81
1,3841,186.03030478773,70,69
48,2052,578.088120095677,60,12
66,3012,1535.70240649958,77,11
5,8082,436.600233124299,73,68
88,7258,5845.80676957921,97,9
84,5742,4359.81156007573,86,2
46,1950,510.030434677463,72,26
15,8593,666.403747111393,80,65
63,3139,1466.62987692799,75,12
49,4668,1364.16810773575,62,13
98,5453,5112.95972467841,98,0
23,6824,723.516919533755,78,55
89,9745,7955.35119607249,91,2
33,6882,1086.56935980324,88,55
60,6311,2688.08313750649,80,20
60,6229,2653.156371974,78,18
18,8146,709.448754529995,85,67
88,4879,3929.69016654408,89,1
20,2843,267.772004570094,78,58
32,1071,162.503666176442,80,48
62,7677,3479.91246434574,88,26
62,4056,1838.54695263597,74,12
10,6762,434.338646792359,79,69
74,1657,1036.6940328534,85,11
27,2670,331.904155317742,63,36
46,2740,716.658149239102,55,9
23,9794,1038.4121790612,87,64
3,9319,474.355965885297,77,74
10,5541,355.911038431893,83,73
53,7858,2649.47437344052,81,28
5,3914,211.439410102512,81,76
49,8819,2577.24904501319,72,23
81,3004,2167.92830771386,87,6
69,1650,912.908239407172,69,0
76,5327,3483.86051560119,78,2
68,6661,3588.64300477998,71,3
24,3465,382.232482841628,90,66
73,5085,3108.41065275271,91,18
57,6324,2443.86508079384,88,31
21,4081,399.802065977233,70,49
29,4079,549.162124451489,31,2
68,5006,2697.00448610247,87,19
22,1350,137.582680331848,73,51
84,5489,4167.71258329079,90,6
56,1947,727.668265341259,76,20
40,8814,1833.20349774605,83,43
26,1807,215.843265741224,88,62
45,6978,1757.84346383164,78,33
59,8579,3539.29384029463,85,26
45,2691,677.895781193887,77,32
24,2871,316.706914354492,86,62
21,9136,895.023688989955,74,53
33,9261,1462.17943056346,66,33
14,5480,409.031729179193,48,34
26,5968,712.868074124862,68,42
38,1000,192.370035381126,78,40
17,6468,541.827192296785,32,15
24,7984,880.734240406221,83,59
47,3661,993.931901024291,76,29
89,1762,1438.41239686811,92,3
22,5023,511.909483931017,50,28
93,7380,6347.93796198352,95,2
64,8939,4302.48146545479,69,5
43,4518,1054.91088525791,79,36
49,3301,964.678432655465,73,24
71,5415,3153.42143598628,88,17
94,7250,6325.16993586108,96,2
78,4845,3302.91026487307,88,10
67,2611,1368.88139314122,82,15
94,2880,2512.61922969378,94,0
37,2571,475.540574628929,72,35
57,1588,613.671370699023,60,3
40,2575,535.568301190841,84,44
70,4865,2762.42561141586,72,2
92,7726,6557.81228082085,97,5
41,6189,1338.11189604686,92,51
16,8688,700.190881259775,87,71
64,4169,2006.60535065231,82,18
57,7370,2848.0843841636,58,1
66,1954,996.269091069115,68,2
8,6539,390.765738068656,70,62
47,5907,1603.70274224269,60,13
6,4858,271.061939350024,29,23
38,9432,1814.43417371478,82,44
79,5931,4123.65487492007,79,0
70,9607,5455.0098353283,79,9
81,8166,5893.24319600247,92,11
88,6337,5104.00626878251,88,0
85,5319,4102.23129290539,86,1
1,1744,84.466766870555,54,53
88,6441,5187.77092902448,97,9
96,6546,5914.97376563154,96,0
15,5390,418.004910616829,68,53
24,1714,189.075461930895,70,46
56,5418,2024.91353960911,59,3
5,4444,240.070704776588,64,59
25,9682,1111.33359554839,91,66
83,6860,5124.65703739297,83,0
23,4789,507.755352820509,33,10
19,1353,122.533199294953,77,58
86,2823,2210.1480599164,86,0
26,1954,233.402181105895,72,46
40,3373,701.542477637556,62,22
30,7108,995.885677500354,63,33
78,6592,4493.86676285724,81,3
91,3615,3028.96991069512,91,0
22,8505,866.770886090643,78,56
43,7100,1657.78381702771,65,22
88,3245,2613.61848543463,88,0
63,3098,1447.47351345108,71,8
80,6559,4647.70471123258,96,16
59,1717,708.353831890184,85,26
57,6630,2562.11661696129,86,29
38,9741,1873.87651464755,72,34
8,4513,269.693496850259,56,48
97,2225,2049.67410536198,99,2
83,5276,3941.35430456054,84,1
34,7007,1151.1385148654,58,24
46,8546,2235.24107423261,80,34
71,3366,1960.18772918371,83,12
67,1983,1039.63684511644,88,21
37,4711,871.36197863745,49,12
58,6614,2641.54252549572,82,24
51,8126,2552.67462085141,79,28
77,5765,3850.72930683532,91,14
36,7664,1362.78684106451,71,35
40,6041,1256.4536339782,82,42
66,3717,1895.15466300097,82,16
37,2640,488.30304045911,66,29
59,2194,905.14170481483,71,12
80,3063,2170.44054436734,83,3
6,5583,311.514781266196,83,77
42,9624,2162.59105146911,46,4
27,4389,545.590763179615,59,32
25,1198,137.510601886694,64,39
93,1517,1304.85391440772,93,0
37,4688,867.107823360723,78,41
20,4029,379.477103908867,58,38
54,4311,1504.94256258279,59,5
66,5958,3037.75396345434,94,28
26,3407,406.9607118873,89,63
64,4586,2207.31401729228,86,22
56,5902,2205.80282590863,88,32
79,3946,2743.54107847489,83,4
5,9526,514.607005783478,46,41
86,2392,1872.7148988027,89,3
29,3423,460.84382250489,71,42
14,5340,398.582013470235,79,65
90,6101,5046.34592073442,90,0
46,7326,1916.14510997287,73,27
29,5855,788.267771184964,39,10
80,7379,5228.75637508541,89,9
78,9349,6373.35563803888,79,1
20,1029,96.9178307079237,89,69
22,2889,294.426935910155,82,60
83,3458,2583.24548619605,93,10
24,7306,805.942429910803,81,57
31,7107,1036.24466545603,89,58
13,3995,287.053528051833,74,61
3,9047,460.510615233854,82,79
57,3029,1170.53563088624,65,8
17,2552,213.782157504854,90,73
39,2655,531.118581010983,79,40
88,9198,7408.33985486216,90,2
98,6805,6380.65118768322,98,0
28,3631,469.728474618343,74,46
84,5011,3804.77459553109,89,5
50,4284,1298.24373868579,82,32
91,2022,1694.21221560872,94,3
39,5804,1161.05922568277,76,37
76,2354,1539.51711164355,93,17
53,2177,734.017015904811,72,19
72,6646,3966.65488045105,77,5
66,3639,1855.38547717529,88,22
15,6480,502.53651591782,84,69
62,8205,3719.24993746995,82,20
98,8731,8186.54893749628,98,0
83,5697,4255.85585160755,86,3
50,2581,782.158517634928,61,11
70,4809,2730.62790653625,71,1
72,2366,1412.14346180367,72,0
90,9758,8071.17578995681,91,1
10,3804,244.339575924007,80,70
94,2785,2429.73769260319,96,2
15,1078,83.6009821233657,88,73
58,5244,2094.38297606586,81,23
95,3797,3365.86723171451,96,1
51,5238,1645.44790352199,77,26
96,3094,2795.74225952704,97,1
44,7468,1811.43523455395,67,23
42,5725,1286.45404921661,70,28
43,7791,1819.12587583984,63,20
68,4006,2158.25009415232,75,7
55,1234,445.826016172374,89,34
63,1733,809.706778182929,83,20
44,7364,1786.20903417987,88,44
41,6084,1315.41004613816,92,51
29,4616,621.459271014482,76,47
46,9329,2440.0379103108,88,42
52,6524,2123.64888919359,67,15
86,5584,4371.75585071668,90,4
22,8097,825.190342701462,83,61
67,8540,4477.30643333052,73,6
80,1204,853.15390643757,83,3
35,1649,281.85211518752,85,50
83,2099,1568.02552791368,96,13
95,3923,3477.56048196367,96,1
61,5116,2248.58819883168,71,10
26,2113,252.394477316661,70,44
45,4949,1246.71357158251,90,45
41,8151,1762.31217719793,90,49
45,5637,1420.02917821997,82,37
33,8072,1274.45333803134,60,27
58,3038,1213.33628552404,73,15
2,6422,318.408492530251,68,66
74,8643,5407.45113213756,74,0
50,5962,1806.75284081342,64,14
55,5066,1830.27114905125,92,37
81,7564,5458.79151782546,91,10
48,3369,949.112512964102,81,33
64,1896,912.574656952935,73,9
91,2481,2078.80341588785,96,5
95,5757,5103.31779114576,97,2
31,7192,1048.63819248062,83,52
3,5620,286.069377430558,78,75
39,5762,1152.65734982496,92,53
93,6162,5300.27015199762,98,5
23,5219,553.346248981047,87,64
50,3920,1187.93544716347,61,11
11,6885,458.888854514268,66,55
46,3925,1026.59972108156,82,36
67,5180,2715.74324644638,94,27
87,3668,2913.47457592957,91,4
95,1227,1087.67950837864,96,1
55,7653,2764.91612785022,76,21
25,2985,342.628669976446,82,57
82,4323,3175.22530594313,93,11
30,6828,956.655515753013,66,36
32,7832,1188.35547478422,56,24
76,1249,816.846589822768,89,13
26,8080,965.143103037681,90,64
76,6839,4472.70922962202,87,11
92,5172,4389.9825416005,92,0
86,4095,3206.00648436332,90,4
1,8608,416.909363085859,42,41
46,9747,2549.36751118012,84,38
92,7232,6138.50613705622,98,6
27,8071,1003.29529496985,63,36
99,7091,6753.33333333333,99,0
41,5867,1268.49288966019,65,24
57,5670,2191.13140545558,86,29
23,1430,151.616236068768,79,56
54,9127,3186.1773993721,71,17
6,3824,213.367817224061,70,64
40,7681,1597.55344522208,40,0
23,7658,811.942053017218,82,59
57,5401,2087.17825764825,69,12
86,9282,7266.94803122353,89,3
31,6096,888.834596963552,71,40
84,8799,6680.94425585273,88,4
67,4036,2115.97292329297,69,2
45,3887,979.182795057837,68,23
14,4452,332.300959544848,80,66
19,4111,372.308930008537,91,72
34,1662,273.040132967932,55,21
27,3247,403.630259294648,57,30
5,6521,352.27296711254,70,65
16,3924,316.246433939153,76,60
63,1942,907.357509077466,78,15
62,3763,1705.73278667878,81,19
2,6732,333.778569248466,78,76
73,8690,5312.11181365213,86,13
7,3908,225.532917948442,58,51
1,3774,182.785308583414,85,84
15,2377,184.340941101336,72,57
1,1433,69.4041725490283,72,71
15,2900,224.900601259518,88,73
79,1824,1268.17509557481,80,1
7,7464,430.751714321179,89,82
84,1843,1399.36132100654,90,6
78,2223,1515.45294505941,91,13
91,5110,4281.61445190929,96,5
4,6610,346.270267487217,81,77
79,1355,942.092793039402,89,10
60,1580,672.97914074794,79,19
83,8139,6080.11423139088,87,4
49,8972,2621.96149584515,90,41
30,5765,807.721008833644,82,52
20,7216,679.64923847267,74,54
62,1265,573.41269602675,87,25
25,5061,580.919162060568,76,51
45,9686,2440.02175274767,71,26
65,9007,4463.27802096934,91,26
11,9187,612.318359683744,63,52
53,8204,2766.13486379562,84,31
72,5885,3512.45320064015,83,11
65,2803,1388.98282366793,79,14
7,1521,87.7777810131985,38,31
73,2509,1533.72710477022,82,9
35,7654,1308.24505133128,77,42
51,5875,1845.55296548143,79,28
22,5747,585.694565827504,81,59
92,4974,4221.9205649499,93,1
85,7834,6041.90260361362,86,1
59,7668,3163.45788173205,85,26
65,1795,889.484184261127,84,19
21,8596,842.12167584913,63,42
23,2834,300.475813299921,44,21
98,5248,4920.74319367546,98,0
2,1276,63.2652190078792,61,59
41,2578,557.384467282082,84,43
80,9603,6804.68186338869,82,2
42,6001,1348.47349333605,73,31
65,6222,3083.21481586225,75,10
75,5290,3385.02161239934,94,19
71,2246,1307.95651804712,72,1
3,6479,329.794216436403,83,80
3,4802,244.43152142732,84,81
74,5519,3452.93564714418,96,22
13,2275,163.466026612746,73,60
23,4910,520.584418949405,51,28
32,1650,250.355788227012,75,43
97,8660,7977.60797862237,97,0
7,2194,126.616996412201,80,73
47,3095,840.267477101934,86,39
65,7676,3803.72178183198,79,14
11,1310,87.3121858262441,74,63
18,3272,284.963948541879,65,47
23,4302,456.121012285201,65,42
54,6120,2136.45290721565,63,9
57,9637,3724.15050341718,79,22
37,5550,1026.54616460154,82,45
7,9033,521.299602821974,74,67
49,3658,1069.00748459669,76,27
41,3109,672.190965391774,88,47
8,4093,244.594611701332,34,26
43,5239,1223.25766442369,68,25
55,5850,2113.51879627908,63,8
81,6159,4444.83037523625,86,5
51,5730,1800.00314760997,64,13
80,4826,3419.70162165092,89,9
19,9153,828.933017846786,74,55
91,2994,2508.64063972924,92,1
37,5986,1107.19015158645,87,50
96,2780,2512.01146783619,98,2
12,6136,424.561150045968,67,55
22,3599,366.785234455053,81,59
26,1757,209.870845549159,65,39
91,8040,6736.630174824,96,5
62,5425,2459.10187821748,75,13
45,8735,2200.45323252642,54,9
26,1060,126.615308071775,90,64
98,5060,4744.46657012154,98,0
25,3529,405.070879848201,78,53
74,2213,1384.55274273058,96,22
51,2662,836.231828784945,82,31
36,1757,312.423862180368,47,11
73,8796,5376.90857455514,73,0
67,7085,3714.48666043872,81,14
81,2498,1802.75796027604,86,5
95,2966,2629.22365269035,98,3
54,6401,2234.54821226918,66,12
32,7882,1195.9420138214,82,50
28,1387,179.430843926092,84,56
85,3095,2386.99113584174,90,5
87,8104,6436.96781988365,89,2
48,3683,1037.57239099044,62,14
45,1092,275.088143093172,75,30
11,2470,164.626793122766,41,30
16,3073,247.661898953878,80,64
94,3272,2854.61462484655,96,2
89,3964,3236.01971690419,91,2
54,8880,3099.95127713643,68,14
56,9215,3443.99746539276,90,34
86,1010,790.73664205298,89,3
43,5772,1347.70819603999,84,41
68,5024,2706.70206515758,81,13
51,2103,660.629427473606,70,19
80,7837,5553.29498733491,84,4
85,2606,2009.85424878952,92,7
92,2172,1843.58895598536,94,2
17,3024,253.321804190705,63,46
58,6537,2610.78976249857,68,10
86,9445,7394.56196454495,89,3
89,7020,5730.79172872538,93,4
40,3550,738.35629872912,88,48
33,1339,211.408946930621,71,38
65,2968,1470.74599380893,78,13
84,3322,2522.3430864806,85,1
91,9155,7670.87677245196,96,5
63,4106,1918.43971795678,78,15
16,7477,602.592911968156,84,68
13,3148,226.193868912934,58,45
26,8215,981.268637556256,73,47
59,3573,1474.05255756763,91,32
18,2597,226.177070404419,22,4
95,3673,3255.94689019948,95,0
32,9275,1407.30299139729,76,44
6,1218,67.9607744191702,82,76
30,3380,473.564095378615,87,57
91,3755,3146.27441622688,91,0
31,2857,416.56831422652,89,58
12,6790,469.81261551697,73,61
45,7272,1831.90565620288,67,22
27,8640,1074.02692956753,54,27
27,8395,1043.57130482863,80,53
81,7193,5191.04804173962,84,3
50,2009,608.816916671279,86,36
22,5740,584.98117415171,57,35
3,2103,107.046957426417,23,20
2,5658,280.528690553747,65,63
68,3585,1931.4344951413,73,5
26,8717,1041.23173628459,54,28
39,4787,957.613803126016,76,37
11,5814,387.506143812048,73,62
40,1493,310.525620845796,75,35
40,7986,1660.98969060585,88,48
9,2618,162.135719256969,86,77
34,1597,262.361668080498,80,46
17,1879,157.404652802359,87,70
99,2336,2224.7619047619,99,0
31,6389,931.555813648316,69,38
83,9269,6924.26327690896,89,6
49,7604,2222.17958252413,81,32
81,2811,2028.64396570695,91,10
13,1324,95.1336348286926,73,60
51,7312,2296.96736742131,65,14
61,3364,1478.54783050621,82,21
40,5638,1172.63459499571,68,28
99,9299,8856.19047619048,99,0
63,4721,2205.78517011057,73,10
37,5038,931.844968876135,63,26
88,8033,6470.01457426698,93,5
62,5638,2555.652790671,87,25
89,4825,3938.89887337606,94,5
85,4437,3421.99666227134,93,8
98,6162,5777.74762946422,99,1
10,2319,148.954646836954,77,67
36,1321,234.895800762815,63,27
78,4322,2946.37320222527,95,17
37,1938,358.458822882483,83,46
17,2710,227.017886692067,79,62
72,4800,2864.87261904379,92,20
75,4812,3079.15387502186,80,5
7,5989,345.62861965026,72,65
77,9792,6540.56225022228,82,5
81,2164,1561.71666374594,89,8
28,9904,1281.24230587168,58,30
63,9431,4406.43082806879,91,28
36,8895,1581.67914291086,84,48
93,5670,4877.07428786539,97,4
75,8496,5436.51108108597,84,9
43,1910,445.9671958483,62,19
14,8101,604.665335416175,78,64
32,9757,1480.43722771573,76,44
43,3752,876.057025561686,64,21
25,8359,959.475059408079,75,50
99,8410,8009.52380952381,99,0
48,1787,503.432490551158,91,43
52,9809,3192.96014011342,92,40
38,6317,1215.20151350257,43,5
43,9578,2236.37371823823,73,30
61,2467,1084.29771042176,85,24
62,3997,1811.80280317701,72,10
75,3150,2015.65559150433,95,20
68,6141,3308.4907209659,89,21
8,1335,79.7785992233761,77,69
14,2516,187.796319455264,80,66
18,2975,259.097722161397,87,69
17,2378,199.206101311341,41,24
93,1452,1248.94389170733,95,2
5,9471,511.635833694659,78,73
14,4235,316.103900195964,62,48
52,3349,1090.14410329695,72,20
42,7364,1654.75067570849,78,36
12,3978,275.24515236031,73,61
66,1655,843.820545403984,77,11
45,6744,1698.89600459739,82,37
5,6940,374.907896298272,58,53
3,3801,193.47859494903,79,76
58,7051,2816.07444016788,79,21
23,1389,147.26919713253,85,62
2,8461,419.503932621995,83,81
39,7174,1435.1204143777,89,50
26,5819,695.070261952508,67,41
83,4494,3357.17328367989,84,1
27,3409,423.768264224039,70,43
22,2202,224.412638585725,84,62
47,3527,957.55198440663,62,15
43,2161,504.573356140406,81,38
53,3897,1313.94777720765,87,34
82,4612,3387.49458963907,90,8
51,9794,3076.65459471065,86,35
89,3764,3072.74929728238,94,5
36,4665,829.514693836891,78,42
11,1732,115.43870675653,66,55
7,4333,250.059911328198,84,77
20,4817,453.696006336315,41,21
50,8466,2565.57691216478,73,23
46,1971,515.523070127836,73,27
16,9947,801.657308458907,88,72
79,9168,6374.24850670497,81,2
80,4402,3119.25539546361,92,12
46,9617,2515.36548220162,76,30
47,4576,1242.3470033016,47,0
64,5282,2542.30977743956,78,14
54,5999,2094.21258012854,82,28
80,8622,6109.54566553549,81,1
76,1547,1011.7387305491,77,1
94,1310,1142.89277461766,97,3
61,7912,3477.48823869356,75,14
30,4269,598.119858926422,88,58
53,9711,3274.24861803014,58,5
86,4714,3690.62626795817,88,2
78,4166,2840.02562713338,90,12
72,3621,2161.18828199116,94,22
75,9255,5922.18809503892,87,12
19,2611,236.462811056261,79,60
9,1258,77.9093715910108,55,46
8,7800,466.122152765793,25,17
6,9424,525.831147886913,82,76
85,7799,6014.90916589005,94,9
6,1241,69.2441059558212,26,20
59,9676,3991.86469270205,78,19
97,9047,8334.11309267859,97,0
52,5249,1708.61940824297,78,26
35,2707,462.688705768719,78,43
87,1940,1540.93257287442,89,2
95,6676,5917.96935447092,95,0
69,5932,3282.043440099,82,13
42,5500,1235.89471977142,83,41
42,9381,2107.9869756683,78,36
27,3610,448.754307377172,61,34
99,5227,4978.09523809524,99,0
45,9287,2339.50877738671,58,13
68,3741,2015.48018028553,82,14
82,8568,6293.15994016209,86,4
31,1564,228.04089725246,68,37
81,4563,3293.02825169719,91,10
22,5669,577.74534429722,48,26
9,5996,371.33910338609,87,78
94,4508,3932.9470442568,94,0
67,4539,2379.68312656759,85,18
33,1899,299.824936685025,83,50
42,2575,578.62343698389,88,46
22,3041,309.917726584556,89,67
55,5244,1894.57992610043,78,23
76,4237,2771.00000086394,89,13
80,5346,3788.17340848443,87,7
99,7462,7106.66666666667,99,0
66,5091,2595.70416716114,72,6
65,4663,2310.67674162097,81,16
74,7966,4983.88935770077,84,10
74,3543,2216.66080772456,92,18
55,3218,1162.61598058565,71,16
92,6598,5600.36829262956,94,2
63,1143,534.042035466294,72,9
10,6663,427.979651519889,89,79
13,9460,679.731257914979,57,44
16,5859,472.193643335753,79,63
25,9328,1070.70024574214,75,50
72,9706,5793.01117509146,78,6
68,6223,3352.66858110581,84,16
89,9680,7902.2883096954,93,4
66,3839,1957.3577485232,83,17
38,1059,203.719867468613,89,51
37,2378,439.842662959001,90,53
91,1489,1247.6172052628,91,0
18,5171,450.351032368599,84,66
99,8851,8429.52380952381,99,0
94,5068,4421.51189447503,94,0
4,6718,351.927936002893,86,82
80,7244,5133.09543042671,83,3
41,4526,978.557835111988,78,37
32,7781,1180.61720496629,89,57
79,1947,1353.69348195403,96,17
38,7460,1435.0804639432,45,7
44,3489,846.290510626504,80,36
41,4563,986.557534603623,82,41
54,5447,1901.51290614439,93,39
75,4556,2915.34186504563,86,11
63,2731,1276.00069891378,74,11
5,7178,387.764968246253,85,80
70,7115,4040.01196818579,74,4
18,5417,471.775583512029,25,7
5,6178,333.74365754045,81,76
51,2345,736.650502817692,87,36
70,2070,1175.37944822833,85,15
52,6651,2164.98908062946,89,37
11,1508,100.508989485478,71,60
73,5399,3300.35577467294,86,13
34,4084,670.936163081247,82,48
15,1219,94.5358044604664,88,73
59,7321,3020.30192386024,93,34
45,1518,382.402748365782,69,24
14,1363,101.73544650935,70,56
69,1865,1031.86294939053,82,13
42,9327,2095.85273660145,73,31
38,5932,1141.13904988084,71,33
33,2712,428.186007524902,87,54
88,5639,4541.81652985081,90,2
76,4790,3132.66226201045,94,18
60,1766,752.203267443583,78,18
17,8321,697.053813713906,88,71
51,6555,2059.16590446481,74,23
59,5938,2449.74085833658,66,7
65,4338,2149.62807316143,75,10
37,4973,919.822356137559,63,26
97,9893,9113.44985363869,97,0
8,9521,568.96782262604,83,75
41,2544,550.033392073552,83,42
25,6096,699.720057680542,78,53
1,3891,188.451943746175,23,22
61,4706,2068.38468797926,70,9
34,4935,810.741911069039,37,3
45,5977,1505.6793326629,89,44
46,8706,2277.08972528307,66,20
54,5129,1790.50113743612,67,13
64,3409,1640.8053826754,87,23
29,6096,820.713976625711,81,52
24,5779,637.495387688822,29,5
88,3874,3120.23359401348,96,8
63,1118,522.361326029149,64,1
51,7788,2446.49642470968,82,31
11,6738,449.091227555139,80,69
31,2748,400.675438394987,69,38
58,1756,701.322750948063,71,13
97,7819,7202.87722688779,98,1
2,4907,243.293440181554,80,78
19,8145,737.644425910857,61,42
92,4578,3885.7966116487,92,0
21,7397,724.659613338298,54,33
39,3016,603.334704455414,87,48
28,3080,398.447728401128,87,59
49,8513,2487.82414334928,90,41
79,3137,2181.06648838716,92,13
78,3795,2587.10927867767,78,0
85,4314,3327.13400969992,92,7
30,3172,444.421689509162,60,30
58,6498,2595.21368773378,60,2
67,4840,2537.48982872596,73,6
42,7946,1785.53080787339,83,41
8,6542,390.94501581972,68,60
14,9861,736.033190043069,53,39
84,7802,5923.93761611126,84,0
90,5809,4804.82272636392,94,4
23,9155,970.661986859837,69,46
5,5121,276.643132124416,67,62
15,5644,437.703101209904,85,70
20,5294,498.622930775265,74,54
90,4054,3353.202157459,91,1
95,9676,8577.3324556412,98,3
55,5833,2107.37694678562,76,21
12,5568,385.260183092561,68,56
70,3299,1873.22550710399,86,16
23,8070,855.624493059408,86,63
57,3860,1491.66970459586,85,28
17,5828,488.214112044784,60,43
31,3731,544.002933279366,55,24
79,2140,1487.88086871168,91,12
45,4305,1084.48210257885,80,35
53,3894,1312.93627006584,89,36
81,5676,4096.25867995469,82,1
31,7336,1069.63428532228,70,39
55,4440,1604.10657358617,93,38
73,3851,2354.07854941017,73,0
51,8507,2672.3606940171,71,20
69,4104,2270.65176638002,82,13
4,3812,199.694744275533,77,73
26,3400,406.12457306041,77,51
9,8548,529.38736753574,75,66
7,4606,265.8148976639,72,65
68,1619,872.2433605673,78,10
51,5495,1726.18102899071,80,29
16,7177,578.415050046202,22,6
14,2071,154.581151666078,81,67
9,5276,326.748684033524,53,44
40,4000,831.950759131403,90,50
7,4576,264.083580484153,78,71
46,3697,966.965393334657,69,23
20,1974,185.924001766221,74,54
43,7464,1742.77442398519,77,34
90,6368,5267.19075942252,99,9
18,9877,860.204437575837,65,47
79,5219,3628.62161392815,96,17
1,6752,327.018124948387,63,62
86,8908,6974.14060139401,86,0
58,5249,2096.37990872801,70,12
74,4563,2854.81887260716,74,0
39,1807,361.480706548718,80,41
23,3808,403.744494370536,77,54
2,8702,431.452927748092,28,26
58,5459,2180.25108053843,62,4
93,1567,1347.86162417726,95,2
98,8812,8262.49790828281,98,0
22,8765,893.268291191591,35,13
15,2640,204.73709907763,67,52
15,2793,216.602544592357,66,51
31,4730,689.663327368373,48,17
71,1417,825.188951946917,84,13
18,1806,157.287558394448,51,33
75,5537,3543.07460639984,92,17
72,9425,5625.29675718494,79,7
67,8320,4361.96598657025,89,22
19,6576,595.549385486776,78,59
35,9113,1557.62178635771,72,37
44,5855,1420.18656913677,86,42
88,7615,6133.34507444829,90,2
76,3361,2198.09558718521,80,4
16,5542,446.645702571555,18,2
41,3102,670.677508731194,79,38
20,8555,805.764860744691,75,55
29,4413,594.129064771861,54,25
26,2938,350.939410485731,81,55
69,7752,4289.00889205115,71,2
50,1551,470.022417997588,77,27
77,1699,1134.84632997627,81,4
81,9420,6798.23057878316,92,11
63,2130,995.196444044801,82,19
85,5519,4256.47950846867,87,2
14,1268,94.6445679925578,74,60
7,7091,409.225670719652,64,57
4,5194,272.091946948352,26,22
17,2135,178.849884903159,88,71
80,6653,4714.31307269863,88,8
31,5462,796.393465980138,85,54
93,4735,4072.83011517507,93,0
38,5089,978.971110054552,83,45
36,2846,506.066199069623,70,34
54,2285,797.678904082967,80,26
66,1236,630.188636930106,79,13
1,3590,173.873677216337,70,69
63,3864,1805.37045060522,77,14
29,9136,1229.9939124758,78,49
85,3923,3025.57874827371,88,3
10,5535,355.525644779016,69,59
41,6500,1405.35261339547,64,23
54,2191,764.864104527694,90,36
11,1817,121.104001256706,77,66
68,1636,881.402185230452,91,23
32,4518,685.519667399781,73,41
66,7003,3570.55908124719,87,21
75,4566,2921.74077168533,81,6
0,8656,559.456090875163,78,78
71,5176,3014.23995432409,81,10
35,1938,331.248877643065,75,40
34,9917,1629.20517367207,90,56
9,1816,112.466946589249,91,82
47,3918,1063.70532319398,84,37
93,1925,1655.79682612714,95,2
73,6554,4006.39595243683,87,14
14,5480,409.031729179193,87,73
60,4664,1986.56627370151,65,5
31,8064,1175.78119913289,63,32
81,9641,6957.721975589,93,12
37,6334,1171.55737055606,71,34
0,6231,402.723070961546,87,87
71,9474,5517.17722706076,75,4
47,5596,1519.26875665991,68,21
11,4592,306.059204056575,80,69
98,8026,7525.51159916907,98,0
50,4919,1490.677159336,80,30
99,3156,3005.71428571429,99,0
93,2649,2278.54846359002,99,6
92,9128,7747.82688316499,96,4
56,9732,3637.22011212179,69,13
61,4098,1801.15606700786,66,5
80,9892,7009.46714491731,91,11
19,2579,233.564760518613,35,16
96,2164,1955.39309942357,98,2
4,5647,295.822723222438,81,77
2,4288,212.602867637763,50,48
45,6940,1748.27079951155,84,39
18,6447,561.480004966226,67,49
78,1211,825.557137412032,81,3
55,8275,2989.63556225802,91,36
47,7277,1975.64666587101,73,26
1,1156,55.988292719244,71,70
30,1004,140.668151408322,78,48
24,6920,763.361841634651,65,41
5,5270,284.692307419581,82,77
1,7984,386.687308884467,70,69
83,4349,3248.85327341429,93,10
13,6481,465.680579550421,77,64
94,5561,4851.62345011359,97,3
77,3911,2612.35079254691,83,6
79,2934,2039.92638728975,82,3
50,1350,409.110421854767,83,33
83,4025,3006.8140780622,91,8
83,6362,4752.63382972217,93,10
89,7255,5922.634471781,89,0
93,1823,1568.06109819728,95,2
36,8678,1543.09292885671,84,48
52,4326,1408.17061536656,72,20
63,1550,724.203985103024,93,30
27,2979,370.31553509047,76,49
35,8584,1467.20349106712,73,38
16,6809,548.756872755273,72,56
11,8958,597.055389795034,24,13
96,4356,3936.08703377498,97,1
31,6524,951.239650687371,82,51
5,1547,83.570967661877,66,61
91,4853,4066.27689532598,96,5
9,2058,127.454281982751,76,67
85,4083,3148.97732072433,86,1
41,8571,1853.11957683271,83,42
35,5814,993.746632929195,78,43
80,3626,2569.38211357361,93,13
96,5574,5036.6733531363,98,2
1,8613,417.151526981703,39,38
66,4204,2143.45714373314,81,15
21,9245,905.702058309121,30,9
82,9446,6938.04724495461,91,9
72,9019,5382.97628149082,78,6
28,7779,1006.33924650402,83,55
16,5974,481.461823739169,75,59
93,9306,8004.59494230605,97,4
81,8850,6386.87267751921,88,7
86,5787,4530.68608669366,90,4
